learning_id,application,class,identity,label,model,module,ownership_class,source_root,generation_basis,evidence_pointer,reachability,criticality,research_status,register_coverage,detail,open_question,material_delta,NA_PROCESS,DIM_PROCESS,NA_CONFIGURATION,DIM_CONFIGURATION,NA_OPTIONAL_FUNCTION,DIM_OPTIONAL_FUNCTION,NA_SOURCE,DIM_SOURCE,NA_RUNTIME,DIM_RUNTIME,DIM_DATA_MODEL,NA_DATA_MODEL,NA_SECURITY,DIM_SECURITY,DIM_CROSS_MODULE,NA_CROSS_MODULE,DIM_EDGE,NA_EDGE,FUNCTION_COMPLETE,APPLICABLE_DIMS,VERIFIED_DIMS,CONFIG_CONDITION,OPTIONAL_CLASS,OPTIONAL_ACTIVATION,SECURITY_CONDITION,PROCESS_CONDITION,EDGE_CONDITION,PROCESS_FACETS,CROSS_MODULE_CONDITION,DATA_CONDITION,RUNTIME_CONDITION,DET_PROCESS,RV_PROCESS,DET_CONFIGURATION,RV_CONFIGURATION,DET_OPTIONAL_FUNCTION,RV_OPTIONAL_FUNCTION,DET_SOURCE,RV_SOURCE,DET_RUNTIME,RV_RUNTIME,DET_DATA_MODEL,RV_DATA_MODEL,DET_SECURITY,RV_SECURITY,DET_CROSS_MODULE,RV_CROSS_MODULE,DET_EDGE,RV_EDGE,DETERMINED_COMPLETE,RESEARCH_COMPLETE
LI-INV-BUTTON-0385,Inventory,BUTTON,stock.view_stock_quant_tree_editable::action_stock_quant_relocate,Relocate,stock.quant,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/views/stock_quant_views.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": ""context.get('hide_location', False)"", ""groups"": ""stock.group_stock_manager"", ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,GATED BY GROUP: stock.group_stock_manager,CORE CONFIG-DEPENDENT,none — always available once the module is installed,,INVOKES action_stock_quant_relocate on stock.quant — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""guard-if at entry"", ""VALIDATION"": ""RAISES UserError"", ""DECISION_BRANCH"": ""1"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""YES"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS AN ACTION"", ""CROSS_MODULE_CALL"": ""NO""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0386,Inventory,BUTTON,stock.view_stock_quant_tree_editable::action_view_orderpoints,Replenishment,stock.quant,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/views/stock_quant_views.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 2 access grants, 1 record rules",INVOKES action_view_orderpoints on stock.quant — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""NONE DETECTED"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""0"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS A VALUE"", ""CROSS_MODULE_CALL"": ""YES""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0387,Inventory,BUTTON,stock.view_stock_quant_tree_editable::action_view_stock_moves,History,stock.quant,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/views/stock_quant_views.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 2 access grants, 1 record rules",INVOKES action_view_stock_moves on stock.quant — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""ensure_one"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""1"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS A VALUE"", ""CROSS_MODULE_CALL"": ""YES""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0388,Inventory,BUTTON,stock.view_stock_quant_tree_inventory_editable::stock.action_stock_inventory_adjustement_name,Apply,stock.quant,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/views/stock_quant_views.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,04,"{""type"": ""action"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 2 access grants, 1 record rules",OPENS ACTION None — no method executes; the process is the target view,NOT A REVERSE CONTROL,,,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0389,Inventory,BUTTON,stock.view_stock_quant_tree_inventory_editable::stock.action_stock_request_count,Request a Count,stock.quant,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/views/stock_quant_views.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,CRITICAL,S1_SOURCE_LOCATED,04,"{""type"": ""action"", ""invisible"": null, ""groups"": ""stock.group_stock_manager"", ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,GATED BY GROUP: stock.group_stock_manager,CORE CONFIG-DEPENDENT,none — always available once the module is installed,,OPENS ACTION None — no method executes; the process is the target view,NOT A REVERSE CONTROL,,,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0390,Inventory,BUTTON,stock.stock_quant_relocate_view_form::None,Discard,stock.quant.relocate,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_quant_relocate.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": null, ""invisible"": null, ""groups"": null, ""confirm"": null}",,,"the invoked method is not declared in the 149-module domain source — the process belongs to another domain (evidenced by an exhaustive method index over 1,624 domain source files with a firing positive control)",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,6,6,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES None — NOT LOCATED in the 149-module domain source; owner outside the boundary,NOT A REVERSE CONTROL,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0391,Inventory,BUTTON,stock.stock_quant_relocate_view_form::action_relocate_quants,Confirm,stock.quant.relocate,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_quant_relocate.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES action_relocate_quants on stock.quant.relocate — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""ensure_one"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""3"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS A VALUE"", ""CROSS_MODULE_CALL"": ""NO""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0392,Inventory,BUTTON,stock.view_stock_quantity_history::None,Cancel,stock.quantity.history,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_quantity_history.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": null, ""invisible"": null, ""groups"": null, ""confirm"": null}",,,"the invoked method is not declared in the 149-module domain source — the process belongs to another domain (evidenced by an exhaustive method index over 1,624 domain source files with a firing positive control)",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,6,6,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES None — NOT LOCATED in the 149-module domain source; owner outside the boundary,NOT A REVERSE CONTROL,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0393,Inventory,BUTTON,stock.view_stock_quantity_history::open_at_date,Confirm,stock.quantity.history,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_quantity_history.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES open_at_date on stock.quantity.history — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""NONE DETECTED"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""1"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS AN ACTION"", ""CROSS_MODULE_CALL"": ""NO""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0394,Inventory,BUTTON,stock.view_stock_replenishment_info::None,Save,stock.replenishment.info,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_replenishment_info.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": null, ""invisible"": null, ""groups"": null, ""confirm"": null}",,,"the invoked method is not declared in the 149-module domain source — the process belongs to another domain (evidenced by an exhaustive method index over 1,624 domain source files with a firing positive control)",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,6,6,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES None — NOT LOCATED in the 149-module domain source; owner outside the boundary,NOT A REVERSE CONTROL,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0395,Inventory,BUTTON,stock.view_stock_replenishment_info::None,Close,stock.replenishment.info,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_replenishment_info.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": null, ""invisible"": null, ""groups"": null, ""confirm"": null}",,,"the invoked method is not declared in the 149-module domain source — the process belongs to another domain (evidenced by an exhaustive method index over 1,624 domain source files with a firing positive control)",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,6,6,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES None — NOT LOCATED in the 149-module domain source; owner outside the boundary,NOT A REVERSE CONTROL,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0396,Inventory,BUTTON,stock.replenishment_option_warning_view::None,Cancel,stock.replenishment.option,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_replenishment_info.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": null, ""invisible"": null, ""groups"": null, ""confirm"": null}",,,"the invoked method is not declared in the 149-module domain source — the process belongs to another domain (evidenced by an exhaustive method index over 1,624 domain source files with a firing positive control)",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,6,6,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES None — NOT LOCATED in the 149-module domain source; owner outside the boundary,NOT A REVERSE CONTROL,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0397,Inventory,BUTTON,stock.replenishment_option_warning_view::order_all,,stock.replenishment.option,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_replenishment_info.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES order_all on stock.replenishment.option — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""NONE DETECTED"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""0"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS AN ACTION"", ""CROSS_MODULE_CALL"": ""NO""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0398,Inventory,BUTTON,stock.replenishment_option_warning_view::order_avbl,,stock.replenishment.option,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_replenishment_info.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": ""free_qty <= 0.0"", ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES order_avbl on stock.replenishment.option — located in the domain source (1 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""NONE DETECTED"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""0"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""NO super()"", ""OUTPUT"": ""RETURNS AN ACTION"", ""CROSS_MODULE_CALL"": ""NO""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0399,Inventory,BUTTON,stock.replenishment_option_tree_view::select_route,Select Route,stock.replenishment.option,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_replenishment_info.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": ""object"", ""invisible"": null, ""groups"": null, ""confirm"": null}",,,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,7,7,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES select_route on stock.replenishment.option — located in the domain source (2 definition(s)); 11 facets determined,NOT A REVERSE CONTROL,"{""TRIGGER"": ""CALLED FROM A UI CONTROL"", ""PRECONDITION"": ""NONE DETECTED"", ""VALIDATION"": ""NONE DETECTED"", ""DECISION_BRANCH"": ""1"", ""STATE_TRANSITION"": ""NONE"", ""DATA_MUTATION"": ""NO"", ""ERROR"": ""NO"", ""EXCEPTION"": ""NOT HANDLED"", ""CHAIN"": ""CALLS super()"", ""OUTPUT"": ""RETURNS AN ACTION"", ""CROSS_MODULE_CALL"": ""YES""}",,,,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
LI-INV-BUTTON-0400,Inventory,BUTTON,stock.stock_inventory_request_count_form_view::None,Discard,stock.request.count,stock,OWNED,R1,series-19 (content-verified: declarative-constraint construct present; inventory module 313 files),stock/wizard/stock_request_count.xml,MODULE INSTALLED ON AN OBSERVED DEPLOYMENT,STANDARD,S1_SOURCE_LOCATED,04,"{""type"": null, ""invisible"": null, ""groups"": null, ""confirm"": null}",,,"the invoked method is not declared in the 149-module domain source — the process belongs to another domain (evidenced by an exhaustive method index over 1,624 domain source files with a firing positive control)",NA,,VERIFIED,,VERIFIED,,VERIFIED,,VERIFIED,NA,the class holds no data of its own,,VERIFIED,NA,the class has no cross-boundary relation of its own,VERIFIED,,YES,6,6,"NO ELEMENT-LEVEL CONDITION — established by the gate census (instrument-validated, positive control fired)",CORE ALWAYS-AVAILABLE,none — always available once the module is installed,"OBJECT-LEVEL: 1 access grants, 0 record rules",INVOKES None — NOT LOCATED in the 149-module domain source; owner outside the boundary,NOT A REVERSE CONTROL,,,,,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,DETERMINED,RESEARCH_VERIFIED,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,NA,NA,DETERMINED,NOT_RESEARCH_VERIFIED,YES,NO
