learning_id,class,identity,label,model,module,evidence_pointer,criticality,detail,research_status,register_coverage,open_question,material_delta
LI-INV-MENU-0038,MENU,stock.menu_stock_procurement,Procurement,,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_warehouse_mgmt"", ""action"": null, ""groups"": null, ""sequence"": ""4"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0039,MENU,stock.menu_stock_references,,stock.reference,stock,stock/views/stock_reference_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_procurement"", ""action"": ""stock.action_stock_reference"", ""groups"": ""base.group_no_one"", ""sequence"": ""99"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0040,MENU,stock.menu_stock_root,Inventory,,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": null, ""action"": null, ""groups"": ""group_stock_manager,group_stock_user"", ""sequence"": ""140"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0041,MENU,stock.menu_stock_scrap,Scrap,stock.scrap,stock,stock/views/stock_scrap_views.xml,CRITICAL,"{""parent"": ""stock.menu_stock_adjustments"", ""action"": ""stock.action_stock_scrap"", ""groups"": null, ""sequence"": ""99"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0042,MENU,stock.menu_stock_transfers,Transfers,,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_warehouse_mgmt"", ""action"": null, ""groups"": null, ""sequence"": ""1"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0043,MENU,stock.menu_stock_uom_form_action,Units & Packagings,uom.uom,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_product_in_config_stock"", ""action"": ""uom.product_uom_form_action"", ""groups"": ""uom.group_uom"", ""sequence"": ""5"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0044,MENU,stock.menu_stock_warehouse_mgmt,Operations,,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_root"", ""action"": null, ""groups"": null, ""sequence"": ""2"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0045,MENU,stock.menu_storage_categoty_config,Storage Categories,stock.storage.category,stock,stock/views/stock_storage_category_views.xml,STANDARD,"{""parent"": ""stock.menu_warehouse_config"", ""action"": ""stock.action_storage_category"", ""groups"": ""stock.group_stock_multi_locations"", ""sequence"": ""6"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0046,MENU,stock.menu_valuation,Locations,,stock,stock/views/stock_quant_views.xml,STANDARD,"{""parent"": ""stock.menu_warehouse_report"", ""action"": ""stock.action_view_quants"", ""groups"": ""stock.group_stock_multi_locations,stock.group_tracking_owner,base.group_no_one"", ""sequence"": ""150"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0047,MENU,stock.menu_warehouse_config,Warehouse Management,,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_config_settings"", ""action"": null, ""groups"": ""stock.group_stock_manager"", ""sequence"": ""1"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0048,MENU,stock.menu_warehouse_report,Reporting,,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_root"", ""action"": null, ""groups"": ""group_stock_manager"", ""sequence"": ""99"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0049,MENU,stock.menu_wms_barcode_nomenclature_all,,barcode.nomenclature,stock,stock/views/stock_menu_views.xml,STANDARD,"{""parent"": ""stock.menu_product_in_config_stock"", ""action"": ""barcodes.action_barcode_nomenclature_form"", ""groups"": ""base.group_no_one"", ""sequence"": ""50"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0050,MENU,stock.out_picking,Deliveries,,stock,stock/views/stock_picking_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_transfers"", ""action"": ""stock.method_action_picking_tree_outgoing"", ""groups"": ""stock.group_stock_manager,stock.group_stock_user"", ""sequence"": ""21"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0051,MENU,stock.product_product_menu,Product Variants,product.product,stock,stock/views/product_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_inventory_control"", ""action"": ""stock.stock_product_normal_action"", ""groups"": ""product.group_product_variant"", ""sequence"": ""2"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0052,MENU,stock.stock_move_line_menu,,stock.move.line,stock,stock/views/stock_move_line_views.xml,CRITICAL,"{""parent"": ""stock.menu_warehouse_report"", ""action"": ""stock.stock_move_line_action"", ""groups"": null, ""sequence"": ""200"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0053,MENU,stock.stock_move_menu,Moves Analysis,stock.move,stock,stock/views/stock_move_views.xml,CRITICAL,"{""parent"": ""stock.menu_warehouse_report"", ""action"": ""stock.stock_move_action"", ""groups"": null, ""sequence"": ""230"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0054,MENU,stock.stock_picking_type_menu,Overview,stock.picking.type,stock,stock/views/stock_picking_type_views.xml,CRITICAL,"{""parent"": ""stock.menu_stock_root"", ""action"": ""stock.stock_picking_type_action"", ""groups"": null, ""sequence"": ""0"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0055,MENU,stock_delivery.menu_action_delivery_carrier_form,,delivery.carrier,stock_delivery,stock_delivery/views/delivery_view.xml,STANDARD,"{""parent"": ""stock.menu_delivery"", ""action"": ""delivery.action_delivery_carrier_form"", ""groups"": null, ""sequence"": ""1"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0056,MENU,stock_delivery.menu_delivery_zip_prefix,,delivery.zip.prefix,stock_delivery,stock_delivery/views/delivery_view.xml,STANDARD,"{""parent"": ""stock.menu_delivery"", ""action"": ""delivery.action_delivery_zip_prefix_list"", ""groups"": ""base.group_no_one"", ""sequence"": ""100"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0057,MENU,stock_dropshipping.dropship_picking,Dropships,stock.picking,stock_dropshipping,stock_dropshipping/views/stock_picking_views.xml,CRITICAL,"{""parent"": ""stock.menu_stock_transfers"", ""action"": ""stock_dropshipping.action_picking_tree_dropship"", ""groups"": ""stock.group_stock_manager,stock.group_stock_user"", ""sequence"": ""30"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0058,MENU,stock_enterprise.stock_dashboard_menuitem,Performance,stock.report,stock_enterprise,stock_enterprise/report/stock_report_views.xml,STANDARD,"{""parent"": ""stock.menu_warehouse_report"", ""action"": ""stock_enterprise.stock_report_action_performance"", ""groups"": ""base.group_no_one"", ""sequence"": ""300"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0059,MENU,stock_landed_costs.menu_stock_landed_cost,Landed Costs,stock.landed.cost,stock_landed_costs,stock_landed_costs/views/stock_landed_cost_views.xml,CRITICAL,"{""parent"": ""stock.menu_stock_adjustments"", ""action"": ""stock_landed_costs.action_stock_landed_cost"", ""groups"": null, ""sequence"": ""115"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0060,MENU,stock_picking_batch.menu_stock_jobs,Jobs,,stock_picking_batch,stock_picking_batch/views/stock_picking_batch_views.xml,STANDARD,"{""parent"": ""stock.menu_stock_warehouse_mgmt"", ""action"": null, ""groups"": null, ""sequence"": ""2"", ""kind"": ""CONTAINER""}",DISCOVERED,,,
LI-INV-MENU-0061,MENU,stock_picking_batch.stock_picking_batch_menu,,stock.picking.batch,stock_picking_batch,stock_picking_batch/views/stock_picking_batch_views.xml,STANDARD,"{""parent"": ""stock_picking_batch.menu_stock_jobs"", ""action"": ""stock_picking_batch.stock_picking_batch_action"", ""groups"": null, ""sequence"": ""30"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENU-0062,MENU,stock_picking_batch.stock_picking_wave_menu,,stock.picking.batch,stock_picking_batch,stock_picking_batch/views/stock_picking_wave_views.xml,STANDARD,"{""parent"": ""stock_picking_batch.menu_stock_jobs"", ""action"": ""stock_picking_batch.action_picking_tree_wave"", ""groups"": null, ""sequence"": ""31"", ""kind"": ""ACTION-BEARING""}",DISCOVERED,,,
LI-INV-MENUX-0001,MENUX,l10n_at_pos.menu_fiskaly_report_order_details,DEP7 Reports,,l10n_at_pos,l10n_at_pos/views/pos_session_view.xml,STANDARD,"{""parent"": ""l10n_at_pos.pos_fiskaly_reports"", ""action"": ""l10n_at_pos.action_report_pos_fiskaly_details"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0002,MENUX,l10n_at_pos.pos_fiskaly_reports,Fiskaly,,l10n_at_pos,l10n_at_pos/views/pos_session_view.xml,STANDARD,"{""parent"": ""point_of_sale.menu_point_rep"", ""action"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0003,MENUX,l10n_de_pos_cert.menu_l10n_de_pos_dsfinvk_export,,,l10n_de_pos_cert,l10n_de_pos_cert/views/l10n_de_pos_dsfinvk_export_views.xml,STANDARD,"{""parent"": ""point_of_sale.menu_point_of_sale"", ""action"": ""l10n_de_pos_cert.action_l10n_de_pos_dsfinvk_export"", ""groups"": ""point_of_sale.group_pos_manager,point_of_sale.group_pos_user""}",DISCOVERED,,,
LI-INV-MENUX-0004,MENUX,l10n_fr_pos_cert.menu_account_closing,,,l10n_fr_pos_cert,l10n_fr_pos_cert/views/pos_inalterability_menuitem.xml,STANDARD,"{""parent"": ""l10n_fr_pos_cert.pos_fr_statements_menu"", ""action"": ""l10n_fr_pos_cert.action_list_view_account_sale_closing"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0005,MENUX,l10n_fr_pos_cert.menu_account_closing_reporting,,,l10n_fr_pos_cert,l10n_fr_pos_cert/views/account_sale_closure.xml,STANDARD,"{""parent"": ""l10n_fr_account.account_reports_fr_statements_menu"", ""action"": ""l10n_fr_pos_cert.action_list_view_account_sale_closing"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0006,MENUX,l10n_fr_pos_cert.menu_check_move_integrity_reporting,,,l10n_fr_pos_cert,l10n_fr_pos_cert/views/pos_inalterability_menuitem.xml,STANDARD,"{""parent"": ""l10n_fr_pos_cert.pos_fr_statements_menu"", ""action"": ""l10n_fr_pos_cert.action_check_pos_hash_integrity"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0007,MENUX,l10n_fr_pos_cert.pos_fr_statements_menu,French Statements,,l10n_fr_pos_cert,l10n_fr_pos_cert/views/pos_inalterability_menuitem.xml,STANDARD,"{""parent"": ""point_of_sale.menu_point_rep"", ""action"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0008,MENUX,l10n_ke_edi_oscu_stock.menu_action_l10n_ke_edi_customs_import,Customs Imports,,l10n_ke_edi_oscu_stock,l10n_ke_edi_oscu_stock/views/l10n_ke_edi_customs_import_views.xml,STANDARD,"{""parent"": ""account.menu_finance_payables"", ""action"": ""l10n_ke_edi_oscu_stock.action_l10n_ke_edi_oscu_customs_import"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0009,MENUX,maintenance.menu_equipment_form,Equipment,,mrp_maintenance,mrp_maintenance/views/maintenance_views.xml,STANDARD,"{""parent"": ""maintenance.menu_maintenance_title"", ""action"": null, ""groups"": ""maintenance.group_equipment_manager,base.group_user""}",DISCOVERED,,,
LI-INV-MENUX-0010,MENUX,mrp.menu_mrp_bom,Products,,mrp,mrp/views/mrp_views_menus.xml,STANDARD,"{""parent"": null, ""action"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0011,MENUX,mrp.menu_mrp_bom_form_action,,,mrp,mrp/views/mrp_bom_views.xml,STANDARD,"{""parent"": ""mrp.menu_mrp_bom"", ""action"": ""mrp.mrp_bom_form_action"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0012,MENUX,mrp.menu_mrp_config,Settings,,mrp,mrp/views/res_config_settings_views.xml,STANDARD,"{""parent"": ""mrp.menu_mrp_configuration"", ""action"": ""mrp.action_mrp_configuration"", ""groups"": ""base.group_system""}",DISCOVERED,,,
LI-INV-MENUX-0013,MENUX,mrp.menu_mrp_configuration,Configuration,,mrp,mrp/views/mrp_views_menus.xml,STANDARD,"{""parent"": null, ""action"": null, ""groups"": ""group_mrp_manager""}",DISCOVERED,,,
LI-INV-MENUX-0014,MENUX,mrp.menu_mrp_manufacturing,Operations,,mrp,mrp/views/mrp_views_menus.xml,STANDARD,"{""parent"": null, ""action"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0015,MENUX,mrp.menu_mrp_product_form,Products,,mrp,mrp/views/product_views.xml,STANDARD,"{""parent"": ""mrp.menu_mrp_bom"", ""action"": ""mrp.product_template_action"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0016,MENUX,mrp.menu_mrp_production_action,,,mrp,mrp/views/mrp_production_views.xml,STANDARD,"{""parent"": ""mrp.menu_mrp_manufacturing"", ""action"": ""mrp.mrp_production_action"", ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0017,MENUX,mrp.menu_mrp_reporting,Reporting,,mrp,mrp/views/mrp_views_menus.xml,STANDARD,"{""parent"": null, ""action"": null, ""groups"": null}",DISCOVERED,,,
LI-INV-MENUX-0018,MENUX,mrp.menu_mrp_root,Manufacturing,,mrp,mrp/views/mrp_views_menus.xml,STANDARD,"{""parent"": null, ""action"": null, ""groups"": ""group_mrp_user,group_mrp_manager""}",DISCOVERED,,,
LI-INV-MENUX-0019,MENUX,mrp.menu_mrp_routing_action,,,mrp,mrp/views/mrp_routing_views.xml,STANDARD,"{""parent"": ""mrp.menu_mrp_configuration"", ""action"": ""mrp.mrp_routing_action"", ""groups"": ""group_mrp_routings""}",DISCOVERED,,,
LI-INV-MENUX-0020,MENUX,mrp.menu_mrp_scrap,Scrap,,mrp,mrp/views/stock_move_views.xml,STANDARD,"{""parent"": ""mrp.menu_mrp_manufacturing"", ""action"": ""stock.action_stock_scrap"", ""groups"": null}",DISCOVERED,,,
