id,binding_model_id,create_uid,write_uid,type,path,binding_type,binding_view_types,name,help,create_date,write_date,view_id,res_id,limit,search_view_id,domain,context,res_model,target,view_mode,mobile_view_mode,usage,filter,cache
30,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Menu Items""}","{""en_US"": ""<p>Manage and customize the items available and displayed in your Odoo system menu. You can delete an item by clicking on the box at the beginning of each line and then delete it through the button that appeared. Items can be assigned to specific groups in order to make them accessible to some users within the system.</p>""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,78,\N,80,79,\N,{'ir.ui.menu.full_list':True},ir.ui.menu,current,"list,form",kanban,\N,\N,t
31,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Views""}","{""en_US"": ""<p>Views allows you to personalize each view of Odoo. You can add new fields, move fields, rename them or delete the ones that you do not need.</p>""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,81,\N,80,\N,\N,{'search_default_active': 1},ir.ui.view,current,"list,form",kanban,\N,\N,t
32,15,1,1,ir.actions.act_window,\N,action,"form,list,kanban","{""en_US"": ""Compare/Reset""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},reset.view.arch.wizard,new,form,kanban,\N,\N,t
33,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Customized Views""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">Create a customized view</p><p>Customized views are used when users reorganize the content of their dashboard views (via web client)</p>""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},ir.ui.view.custom,current,"list,form",kanban,\N,\N,t
34,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""User-defined Defaults""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,89,\N,{},ir.default,current,"list,form",kanban,\N,\N,t
38,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Logging""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,93,\N,{},ir.logging,current,"list,form",kanban,\N,\N,t
537,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Return""}",\N,2026-03-18 05:30:58.653183,2026-03-29 06:23:03.015949,\N,\N,80,\N,\N,{},stock.return.picking,new,form,kanban,\N,\N,t
542,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Snooze""}",\N,2026-03-18 05:30:58.653183,2026-03-29 06:23:03.015949,\N,\N,80,\N,\N,{},stock.orderpoint.snooze,new,form,kanban,\N,\N,t
39,\N,1,1,ir.actions.act_window,apps,action,"list,form","{""en_US"": ""Apps""}","{""en_US"": ""<p class=\\""o_view_nocontent_empty_folder\\"">\\n                No module found!\\n              </p><p>\\n                You should try other search criteria.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,98,\N,{'search_default_app':1},ir.module.module,current,"kanban,list,form",kanban,\N,\N,t
43,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Module Update""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},base.module.update,new,form,kanban,\N,\N,t
44,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Add Languages""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},base.language.install,new,form,kanban,\N,\N,t
45,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Import Translation""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},base.language.import,new,form,kanban,\N,\N,t
46,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Apply Schedule Upgrade""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},base.module.upgrade,new,form,kanban,\N,\N,t
47,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Module Upgrade Install""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,108,\N,80,\N,\N,{},base.module.upgrade,new,form,kanban,\N,\N,t
48,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Export Translation""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},base.language.export,new,form,kanban,\N,\N,t
49,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Deduplicate Contacts""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{'active_test': False},base.partner.merge.automatic.wizard,new,form,kanban,\N,\N,t
50,90,1,1,ir.actions.act_window,\N,action,"list,kanban","{""en_US"": ""Merge""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},base.partner.merge.automatic.wizard,new,form,kanban,\N,\N,t
52,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Ir profile""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{'search_default_group_session': 1},ir.profile,current,"list,form",kanban,\N,\N,t
53,\N,1,1,ir.actions.act_window,companies,action,"list,form","{""en_US"": ""Companies""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a new company\\n              </p><p>\\n                Create and manage the companies that will be managed by Odoo from here. Shops or subsidiaries can be created and maintained from here.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,"[('parent_id', '=', False)]",{},res.company,current,"list,kanban,form",kanban,\N,\N,t
54,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Languages""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,123,\N,{'active_test': False},res.lang,current,"list,form",kanban,\N,\N,t
155,\N,1,1,ir.actions.act_window,analytic-items,action,"list,form","{""en_US"": ""Analytic Items""}","{""en_US"": ""<p class=\\""o_view_nocontent_empty_folder\\"">\\n               No activity yet\\n            </p><p>\\n                In Odoo, sales orders and projects are implemented using\\n                analytic accounts. You can track costs and revenues to analyse\\n                your margins easily.\\n            </p><p>\\n                Costs will be created automatically when you register supplier\\n                invoices, expenses or timesheets.\\n            </p><p>\\n                Revenues will be created automatically when you create customer\\n                invoices. Customer invoices can be created based on sales orders\\n                (fixed price invoices), on timesheets (based on the work done) or\\n                on expenses (e.g. reinvoicing of travel costs).\\n            </p>\\n        ""}",2026-03-18 05:03:46.533969,2026-03-29 06:23:14.742145,446,\N,80,824,\N,"{\n                'search_default_group_by_analytic_account': 1,\n                'search_default_fiscal_date': 1,\n            }",account.analytic.line,current,"list,kanban,form,graph,pivot,grid",kanban,\N,\N,t
740,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Cities""}","{""en_US"": ""<p>Display and manage the list of all cities that can be assigned to\\n            your partner records. Note that an option can be set on each country\\n            separately\\n            to enforce any address of it to have a city in this list.\\n        </p>""}",2026-03-18 05:39:37.857847,2026-03-29 06:23:14.917797,\N,\N,80,\N,\N,{},res.city,current,"list,form",kanban,\N,\N,t
58,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Contact Tags""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a Contact Tag\\n              </p><p>\\n                Assign tags to your contacts to organize, filter and track them.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,132,\N,{},res.partner.category,current,"list,form",kanban,\N,\N,t
59,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Industries""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create an Industry\\n              </p><p>\\n                Specify industries to classify your contacts and draw up reports.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,135,\N,{},res.partner.industry,current,"list,form",kanban,\N,\N,t
60,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Banks""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a Bank\\n              </p><p>\\n                Banks are the financial institutions at which you and your contacts have their accounts.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,138,\N,{},res.bank,current,"list,form",kanban,\N,\N,t
61,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Bank Accounts""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a Bank Account\\n              </p><p>\\n                From here you can manage all bank accounts linked to you and your contacts.\\n              </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.partner.bank,current,"list,form",kanban,\N,\N,t
62,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Countries""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                    No Country Found!\\n                </p><p>\\n                    Manage the list of countries that can be set on your contacts.\\n                </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.country,current,"list,form",kanban,\N,\N,t
63,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Country Group""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                    Create a Country Group\\n                </p><p>\\n                    Use groups to organize countries that are frequently selected together (e.g. \\""LATAM\\"", \\""BeNeLux\\"", \\""ASEAN\\"").\\n                </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.country.group,current,"list,form",kanban,\N,\N,t
64,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Fed. States""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                    Create a State\\n                </p><p>\\n                    Federal States belong to countries and are part of your contacts' addresses.\\n                </p>\\n            ""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,147,\N,80,\N,\N,{},res.country.state,current,"list,form",kanban,\N,\N,t
65,96,1,1,ir.actions.act_window,\N,action,form,"{""en_US"": ""Show Currency Rates""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,151,\N,80,\N,"[('currency_id','=', active_id)]",{'default_currency_id': active_id},res.currency.rate,current,"list,form",kanban,\N,\N,t
66,\N,1,1,ir.actions.act_window,currencies,action,"list,form","{""en_US"": ""Currencies""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,153,\N,{'active_test': False},res.currency,current,"list,kanban,form",kanban,\N,\N,t
67,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Privileges""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.groups.privilege,current,"list,form",kanban,\N,\N,t
16,\N,1,1,ir.actions.act_window,crons,action,"list,form","{""en_US"": ""Scheduled Actions""}",\N,2026-03-18 04:58:50.421471,2026-03-18 05:03:38.577538,34,\N,80,\N,"[('id', '!=', 4)]",{'search_default_all': 1},ir.cron,current,"list,form,calendar",kanban,\N,\N,t
68,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Groups""}","{""en_US"": ""<p>A group is a set of functional areas that will be assigned to the user in order to give them access and rights to specific applications and tasks in the system. You can create custom groups or edit the ones existing by default in order to customize the view of the menu that users will be able to see. Whether they can have a read, write, create and delete access right can be managed from here.</p>""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{'search_default_filter_no_share': 1},res.groups,current,"list,form",kanban,\N,\N,t
69,102,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Change Password""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},change.password.wizard,new,form,kanban,\N,\N,t
70,\N,1,1,ir.actions.act_window,users,action,"list,form","{""en_US"": ""Users""}","{""en_US"": ""<p>Create and manage users that will connect to the system. Users can be deactivated should there be a period of time during which they will/should not connect to the system. You can assign them groups in order to give them specific access to the applications they need to use in the system.</p>""}",2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,168,\N,80,170,\N,"{'search_default_filter_no_share': 1, 'is_action_res_users': True}",res.users,current,"list,kanban,form",kanban,\N,\N,t
71,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""API Key: description input wizard""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.users.apikeys.description,new,form,kanban,\N,\N,t
72,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Change My Preferences""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.users,new,form,kanban,\N,\N,t
73,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""API Keys Listing""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,174,\N,80,\N,\N,{},res.users.apikeys,current,list,kanban,\N,\N,t
74,\N,1,1,ir.actions.act_window,user-device,action,"list,form","{""en_US"": ""User Devices""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.device,current,"list,kanban,form",kanban,\N,\N,t
75,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Settings""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},res.config.settings,current,form,kanban,\N,\N,t
76,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Paper Format General Configuration""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},report.paperformat,current,"list,form",kanban,\N,\N,t
77,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Reports""}",\N,2026-03-18 04:58:50.421471,2026-03-18 04:58:50.421471,\N,\N,80,\N,\N,{},ir.actions.report,current,"list,form",kanban,\N,\N,t
91,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Units & Packagings""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n            Add a new unit of measure\\n          </p>\\n        ""}",2026-03-18 05:03:33.014894,2026-03-18 05:03:33.014894,261,\N,80,263,\N,{},uom.uom,current,"list,form",kanban,\N,\N,t
480,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Leads Analysis""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                    No data found!\\n                </p><p>\\n                    This analysis shows you how many leads have been created per month.\\n                </p>\\n            ""}",2026-03-18 05:05:38.118228,2026-03-29 06:23:15.57192,\N,\N,80,1267,\N,"{\n                'search_default_filter_active': 1,\n                'search_default_filter_inactive': 1,\n                'search_default_filter_create_date': 1,\n            }",crm.lead,current,"graph,pivot,list",kanban,\N,\N,t
692,\N,1,1,ir.actions.act_window,expenses,action,"list,form","{""en_US"": ""My Expenses""}","{""en_US"": ""<div class=\\""o_view_nocontent_expense_receipt o_view_pink_overlay\\"">\\n                    <p class=\\""o_view_nocontent_expense_receipt_image\\""></p>\\n                    <h2 class=\\""d-md-block\\"">\\n                        Upload or drop an expense receipt\\n                    </h2>\\n                </div>\\n            ""}",2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N,\N,80,1800,\N,{'search_default_my_open_expenses': 1},hr.expense,current,"list,kanban,form,graph,pivot,activity",kanban,\N,\N,t
693,\N,1,1,ir.actions.act_window,expenses-to-process,action,"list,form","{""en_US"": ""Expenses to Process""}","{""en_US"": ""<div class=\\""o_view_nocontent_expense_receipt o_view_pink_overlay\\"">\\n                    <p class=\\""o_view_nocontent_expense_receipt_image\\""></p>\\n                    <h2 class=\\""d-md-block\\"">\\n                        Upload or drop an expense receipt\\n                    </h2>\\n                </div>\\n            ""}",2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N,\N,80,1802,\N,{'searchpanel_default_state': ['submitted']},hr.expense,current,"list,kanban,form,graph,pivot,activity",kanban,\N,\N,t
694,\N,1,1,ir.actions.act_window,expenses-analysis,action,"list,form","{""en_US"": ""Expenses Analysis""}","{""en_US"": ""<p class=\\""o_view_nocontent_empty_folder\\"">\\n                    No data yet!\\n                </p><p>\\n                    Create new expenses to get statistics.\\n                </p>\\n            ""}",2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N,\N,80,1802,\N,"{ 'searchpanel_default_state': [""draft"", ""submitted"", ""approve"", ""posted"", ""in_payment"", ""paid""] }",hr.expense,current,"graph,pivot,list,form",kanban,\N,\N,t
696,\N,1,1,ir.actions.act_window,expense-to-approve,action,"list,form","{""en_US"": ""Expense to Approve""}",\N,2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N,\N,80,1802,"[('department_id', '=', active_id)]","{ 'searchpanel_default_state': [""submitted""] }",hr.expense,current,"list,kanban,form,pivot,graph",kanban,\N,\N,t
81,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Configure your document layout""}",\N,2026-03-18 04:59:16.30462,2026-03-29 06:22:08.750872,219,\N,80,\N,\N,"{""dialog_size"": ""extra-large""}",base.document.layout,new,form,kanban,\N,\N,t
84,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Import Module""}",\N,2026-03-18 04:59:19.26217,2026-03-29 06:22:14.943654,\N,\N,80,\N,\N,{},base.import.module,new,form,kanban,\N,\N,t
85,\N,1,1,ir.actions.act_window,settings,action,"list,form","{""en_US"": ""Settings""}",\N,2026-03-18 04:59:19.556231,2026-03-29 06:22:15.148811,\N,\N,80,\N,\N,"{'module' : 'general_settings', 'bin_size': False}",res.config.settings,current,form,kanban,\N,\N,t
92,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Onboardings""}",\N,2026-03-18 05:03:36.617167,2026-03-29 06:22:16.859966,\N,\N,80,\N,\N,{},onboarding.onboarding,current,"list,form",kanban,\N,\N,t
96,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Resource Time Off""}",\N,2026-03-18 05:03:37.19095,2026-03-29 06:22:17.117617,\N,\N,80,286,\N,{},resource.calendar.leaves,current,"list,form,calendar",kanban,\N,\N,t
101,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Campaigns""}","{""en_US"": ""<p class=\\""o_view_nocontent_smiling_face\\"">\\n                Create a campaign\\n            </p>\\n            <p>\\n                Campaigns are used to centralize your marketing efforts and track their results.\\n            </p>\\n        ""}",2026-03-18 05:03:37.859467,2026-03-29 06:22:17.610377,\N,\N,80,\N,\N,{},utm.campaign,current,"list,kanban,form",kanban,\N,\N,t
87,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Tours""}",\N,2026-03-18 04:59:22.971845,2026-03-29 06:22:21.600122,239,\N,80,240,\N,{},web_tour.tour,current,"list,form",kanban,\N,\N,t
89,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Create Passkey Wizard""}",\N,2026-03-18 04:59:23.283863,2026-03-29 06:22:21.750099,\N,\N,80,\N,\N,{},auth.passkey.key.create,new,form,kanban,\N,\N,t
90,\N,1,1,ir.actions.act_window,iap-accounts,action,"list,form","{""en_US"": ""IAP Account""}",\N,2026-03-18 04:59:24.548725,2026-03-29 06:22:23.10414,\N,\N,80,\N,\N,{},iap.account,current,"list,form",kanban,\N,\N,t
698,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Activity Types""}",\N,2026-03-18 05:33:47.704597,2026-03-29 06:23:17.433729,\N,\N,80,\N,"['|', ('res_model', '=', False), ('res_model', '=', 'hr.expense')]",{'default_res_model': 'hr.expense'},mail.activity.type,current,"list,kanban,form",kanban,\N,\N,t
711,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Certification""}","{""en_US"": ""<p class=\\""o_view_nocontent_empty_folder\\"">\\n            </p><p>\\n                This report will give you an overview of the certification per Employee.\\n                Create them in configuration and add them on the Employee.\\n            </p>\\n        ""}",2026-03-18 05:33:52.086694,2026-03-29 06:23:20.852916,\N,\N,80,1863,\N,"{\n            'search_default_employee': 1,\n        }",hr.employee.certification.report,current,"list,pivot",kanban,\N,\N,t
712,\N,1,1,ir.actions.act_window,\N,action,"list,form","{""en_US"": ""Skills Inventory""}","{""en_US"": ""<p class=\\""o_view_nocontent_empty_folder\\"">\\n            </p><p>\\n                This report will give you an overview of the skills per Employee.\\n                Create them in configuration and add them on the Employee.\\n            </p>\\n        ""}",2026-03-18 05:33:52.086694,2026-03-29 06:23:20.852916,\N,\N,80,1869,\N,"{\n            'search_default_skill_type': 1,\n            'search_default_skill': 2,\n        }",hr.employee.skill.report,current,"list,pivot",kanban,\N,\N,t
