id,create_uid,create_date,write_date,write_uid,website,summary,name,author,icon,state,latest_version,shortdesc,category_id,description,application,demo,web,license,sequence,auto_install,to_buy,maintainer,published_version,url,contributors,menus_by_module,reports_by_module,views_by_module,module_type,imported
157,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",currency_rate_live,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""Live Currency Exchange Rate"", ""th_TH"": ""บัญชีการขาดทุนจากอัตราแลกเปลี่ยน""}",3,"{""en_US"": ""Import exchange rates from the Internet.\\n"", ""th_TH"": ""นำเข้าอัตราแลกเปลี่ยนจากอินเทอร์เน็ต\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,,\N,,,* INHERIT res.config.settings.view.form.inherit.currency.rate.live (form),official,\N
314,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": ""Link training events to resume of your employees""}",hr_skills_event,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Skills Events""}",11,"{""en_US"": ""\\nEvents and Skills for HR\\n============================\\n\\nThis module add completed course events to resume for employees.\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
327,\N,\N,2026-06-27 07:20:16.13352,1,https://www.odoo.com,"{""en_US"": ""\\n        A Html Editor component and plugin system\\n    "", ""th_TH"": ""\\n        ระบบปลั๊กอินและส่วนประกอบตัวแก้ไข HTML\\n    ""}",html_editor,odoo,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""HTML Editor"", ""th_TH"": ""ตัวแก้ไข HTML""}",11,"{""en_US"": ""\\nHtml Editor\\n==========================\\nThis addon provides an extensible, maintainable editor.\\n"", ""th_TH"": ""\\nตัวแก้ไข HTML\\n============================\\nส่วนเสริมนี้ให้ตัวแก้ไขที่ขยายได้และซ่อมบำรุงได้\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,,\N,,,,official,\N
345,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",iot_base,Odoo S.A.,/base/static/description/icon.png,installed,19.0.1.0,"{""en_US"": ""IoT Base""}",11,"{""en_US"": ""\\nBase tools required by all IoT related modules.\\n===============================================\\n""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,official,\N
350,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_account_withholding_tax,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Withholding Tax on Payment""}",71,"{""en_US"": ""Allows to register withholding taxes during the payment of an invoice or bill.""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,official,\N
351,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_account_withholding_tax_pos,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Withholding Tax on Payment - PoS""}",71,"{""en_US"": ""Add support for the withholding tax module in the PoS.""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
357,\N,\N,2026-06-27 07:20:16.13352,1,https://www.odoo.com/app/accounting,"{""en_US"": """"}",l10n_ae_reports,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""United Arab Emirates - Accounting Reports"", ""th_TH"": ""สหรัฐอาหรับเอมิเรตส์ - รายงานการบัญชี""}",74,"{""en_US"": ""\\nAccounting reports:\\n- Corporate Tax Report\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
385,\N,\N,2026-06-27 07:20:16.13352,1,https://www.odoo.com/documentation/19.0/applications/finance/fiscal_localizations/belgium.html#codaclean,"{""en_US"": """"}",l10n_be_codaclean,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Codaclean""}",71,"{""en_US"": ""Connect to Codaclean and automatically import CODA statements.""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
366,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_ar_withholding,ADHOC SA,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Argentina - Payment Withholdings"", ""th_TH"": ""ประเทศอาร์เจนตินา - การหักภาษี ณ ที่จ่าย""}",71,"{""en_US"": ""Allows to register withholdings during the payment of an invoice."", ""th_TH"": ""อนุญาตให้ลงทะเบียนการหัก ณ ที่จ่ายระหว่างการชำระเงินตามใบแจ้งหนี้""}",f,f,f,LGPL-3,100,f,f,\N,\N,\N,\N,,,,official,\N
383,\N,\N,2026-06-27 07:20:16.13352,1,https://www.odoo.com/app/accounting,"{""en_US"": """"}",l10n_be_coda,Noviat,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Belgium - Import Bank CODA Statements"", ""th_TH"": ""ประเทศเบลเยียม - ใบแจ้งยอด CODA ของธนาคารนำเข้า""}",71,"{""en_US"": ""\\nModule to import CODA bank statements.\\n======================================\\n\\nSupported are CODA flat files in V2 format from Belgian bank accounts.\\n----------------------------------------------------------------------\\n    * CODA v1 support.\\n    * CODA v2.2 support.\\n    * Foreign Currency support.\\n    * Support for all data record types (0, 1, 2, 3, 4, 8, 9).\\n    * Parsing & logging of all Transaction Codes and Structured Format\\n      Communications.\\n    * Automatic Financial Journal assignment via CODA configuration parameters.\\n    * Support for multiple Journals per Bank Account Number.\\n    * Support for multiple statements from different bank accounts in a single\\n      CODA file.\\n    * Support for 'parsing only' CODA Bank Accounts (defined as type='info' in\\n      the CODA Bank Account configuration records).\\n    * Multi-language CODA parsing, parsing configuration data provided for EN,\\n      NL, FR.\\n\\nThe machine readable CODA Files are parsed and stored in human readable format in\\nCODA Bank Statements. Also Bank Statements are generated containing a subset of\\nthe CODA information (only those transaction lines that are required for the\\ncreation of the Financial Accounting records). The CODA Bank Statement is a\\n'read-only' object, hence remaining a reliable representation of the original\\nCODA file whereas the Bank Statement will get modified as required by accounting\\nbusiness processes.\\n\\nCODA Bank Accounts configured as type 'Info' will only generate CODA Bank Statements.\\n\\nA removal of one object in the CODA processing results in the removal of the\\nassociated objects. The removal of a CODA File containing multiple Bank\\nStatements will also remove those associated statements.\\n\\nInstead of a manual adjustment of the generated Bank Statements, you can also\\nre-import the CODA after updating the OpenERP database with the information that\\nwas missing to allow automatic reconciliation.\\n\\nRemark on CODA V1 support:\\n~~~~~~~~~~~~~~~~~~~~~~~~~~\\nIn some cases a transaction code, transaction category or structured\\ncommunication code has been given a new or clearer description in CODA V2.The\\ndescription provided by the CODA configuration tables is based upon the CODA\\nV2.2 specifications.\\nIf required, you can manually adjust the descriptions via the CODA configuration menu.\\n"", ""th_TH"": ""\\nโมดูลสำหรับนำเข้ารายการธนาคาร CODA\\n======================================\\n\\nรองรับไฟล์ CODA รูปแบบ V2 จากบัญชีธนาคารในเบลเยียม\\n----------------------------------------------------------------------\\n    * รองรับ CODA v1\\n    * รองรับ CODA v2.2\\n    * รองรับสกุลเงินต่างประเทศ\\n    * รองรับทุกประเภทของระเบียนข้อมูล (0, 1, 2, 3, 4, 8, 9)\\n    * วิเคราะห์และบันทึกรหัสธุรกรรมและรูปแบบการสื่อสารที่มีโครงสร้าง\\n    * กำหนดรายการบัญชีการเงินอัตโนมัติผ่านพารามิเตอร์การกำหนดค่า CODA\\n    * รองรับหลายสมุดรายวันต่อหมายเลขบัญชีธนาคาร\\n    * รองรับรายการจากบัญชีธนาคารที่แตกต่างกันในไฟล์ CODA เดียว\\n    * รองรับบัญชีธนาคาร CODA ที่ใช้สำหรับการวิเคราะห์เท่านั้น (กำหนดเป็นประเภท 'info' ในระเบียนการกำหนดค่าบัญชีธนาคาร CODA)\\n    * วิเคราะห์ CODA ในหลายภาษา มีการให้ข้อมูลการวิเคราะห์สำหรับ EN, NL, FR\\n\\nไฟล์ CODA ที่สามารถอ่านได้โดยเครื่องจักรจะถูกวิเคราะห์และเก็บไว้ในรูปแบบที่สามารถอ่านได้ของรายการธนาคาร CODA นอกจากนี้ยังสร้างรายการธนาคารที่มีข้อมูลย่อยของ CODA เท่านั้น (เฉพาะบรรทัดรายการธุรกรรมที่จำเป็นสำหรับการสร้างบัญชีการเงิน) รายการธนาคาร CODA เป็นวัตถุที่ 'อ่านได้อย่างเดียว' ซึ่งยังคงเป็นการแสดงผลที่เชื่อถือได้ของไฟล์ CODA ต้นฉบับในขณะที่รายการธนาคารจะถูกแก้ไขตามกระบวนการธุรกิจบัญชีที่จำเป็น\\n\\nบัญชีธนาคาร CODA ที่กำหนดเป็นประเภท 'Info' จะสร้างเฉพาะรายการธนาคาร CODA เท่านั้น\\n\\nการลบวัตถุหนึ่งในการประมวลผล CODA จะทำให้วัตถุที่เกี่ยวข้องถูกลบออกไปด้วย การลบไฟล์ CODA ที่มีรายการธนาคารหลายรายการจะทำให้รายการเหล่านั้นถูกลบออกไปด้วย\\n\\nแทนที่การปรับแต่งรายการธนาคารที่สร้างขึ้นด้วยตนเองคุณยังสามารถนำเข้า CODA อีกครั้งหลังจากอัปเดตฐานข้อมูล OpenERP ด้วยข้อมูลที่ขาดหายไปเพื่อให้สามารถปรับปรุงอัตโนมัติได้\\n\\nหมายเหตุเกี่ยวกับการสนับสนุน CODA V1:\\n~~~~~~~~~~~~~~~~~~~~~~~~~~\\nในบางกรณี รหัสธุรกรรม หมวดหมู่ธุรกรรม หรือรหัสการสื่อสารที่มีโครงสร้างได้รับคำอธิบายใหม่หรือชัดเจนขึ้นใน CODA V2 คำอธิบายที่ให้โดยตารางการกำหนดค่า CODA ขึ้นอยู่กับข้อกำหนด CODA V2.2\\nหากต้องการ คุณสามารถปรับแต่งคำอธิบายด้วยตนเองผ่านเมนูการกำหนดค่า CODA\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
384,\N,\N,2026-06-27 07:20:16.13352,1,https://www.odoo.com/documentation/latest/applications/finance/fiscal_localizations/belgium.html#codabox,"{""en_US"": """"}",l10n_be_codabox,Odoo,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""CodaBox"", ""th_TH"": ""CodaBox""}",71,"{""en_US"": ""This module allows connection to CodaBox\\nand automatically imports CODA and SODA statements in Odoo.\\n""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
386,\N,\N,2026-06-27 07:20:16.13352,1,https://www.odoo.com/app/accounting,"{""en_US"": """"}",l10n_be_fiscal_categories,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Belgium - Fiscal Categories Data""}",3,"{""en_US"": ""\\nFiscal Categories Data for Belgium\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
416,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_bg_reports_ledger,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Bulgaria - Accounting Reports Ledger""}",74,"{""en_US"": ""\\nModule for ledger reports\\n""}",f,f,f,OEEL-1,100,t,f,\N,\N,\N,\N,,,,official,\N
170,\N,\N,2026-03-18 04:58:50.421471,1,,"{""en_US"": """"}",delivery_dhl,Odoo S.A.,/delivery_dhl/static/description/icon.png,uninstalled,\N,"{""en_US"": ""DHL Express Shipping (Legacy)""}",40,"{""en_US"": ""This is the legacy integration with DHL Express that is no longer supported.         Please install the new \\""DHL Express Shipping\\"" module and uninstall this one as soon as possible."", ""th_TH"": ""นี่คือการผสานรวมกับ DHL Express รุ่นเก่าที่ไม่ได้รับการสนับสนุนอีกต่อไป โปรดติดตั้งโมดูล \\""DHL Express Shipping\\"" ใหม่และถอนการติดตั้งโดยเร็วที่สุด""}",f,f,f,OEEL-1,285,f,f,\N,\N,\N,\N,,,,official,\N
411,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_bf,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Burkina Faso - Accounting"", ""th_TH"": ""ประเทศบูร์กินาฟาโซ - ระบบบัญชี""}",72,"{""en_US"": ""\\nThis module implements the tax for Burkina Faso.\\n=================================================================\\n\\nThe Chart of Accounts is from SYSCOHADA.\\n\\n"", ""th_TH"": ""\\nโมดูลนี้ใช้การจัดเก็บภาษีสำหรับประเทศบูร์กินาฟาโซ\\n=================================================================\\n\\nผังบัญชีมาจาก SYSCOHADA\\n\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
414,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_bg_ledger,Odoo S.A.,/account/static/description/l10n.png,uninstalled,\N,"{""en_US"": ""Bulgaria - Report ledger""}",72,"{""en_US"": ""\\nReport ledger for Bulgaria\\n""}",f,f,f,LGPL-3,100,t,f,\N,\N,\N,\N,,,,official,\N
426,\N,\N,2026-06-27 07:20:16.13352,1,,"{""en_US"": """"}",l10n_br_edi,Odoo S.A.,/base/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Brazilian Accounting EDI"", ""th_TH"": ""ระบบบัญชี EDI สำหรับประเทศบราซิล""}",75,"{""en_US"": ""\\nBrazilian Accounting EDI\\n========================\\nProvides electronic invoicing for Brazil through Avatax.\\n"", ""th_TH"": ""\\nการบัญชี EDI สำหรับประเทศบราซิล\\n========================\\nจัดทำใบแจ้งหนี้อิเล็กทรอนิกส์สำหรับประเทศบราซิลผ่าน Avatax\\n""}",f,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
173,\N,\N,2026-03-18 04:59:13.250145,1,,"{""en_US"": """"}",delivery_envia,Odoo S.A.,/delivery_envia/static/description/icon.png,uninstalled,\N,"{""en_US"": ""Envia Shipping""}",40,"{""en_US"": ""\\nSend your shippings through Envia and track them online\\n=======================================================\\n\\nEnvia is a provider of integrated shipping and tracking solutions for growing e-commerce businesses.\\nSeamlessly integrating with a large range of couriers and platforms,\\nyou can streamline every step of your fulfilment process,\\nreduce handling time and improve customer experience.\\n"", ""th_TH"": ""\\nส่งสินค้าของคุณผ่าน Envia และติดตามสถานะออนไลน์\\n============================================================\\n\\nEnvia คือผู้ให้บริการโซลูชันการจัดส่งและการติดตามสถานะแบบครบวงจรสำหรับธุรกิจอีคอมเมิร์ซที่กำลังเติบโต\\nด้วยการผสานรวมเข้ากับผู้ให้บริการจัดส่งและแพลตฟอร์มที่หลากหลายได้อย่างราบรื่น\\nคุณสามารถปรับปรุงกระบวนการจัดส่งของคุณให้มีประสิทธิภาพยิ่งขึ้นในทุกขั้นตอน\\nลดเวลาในการจัดการ และพัฒนาประสบการณ์ของลูกค้า\\n""}",t,f,f,OEEL-1,100,f,f,\N,\N,\N,\N,,,,official,\N
